
abaisser
bruit
brûler
brumeuse
brusquement
brut
brutal
brutalement
budget
budgétaire
bulle
bulletin
bureau
burin
bus
but
buter
bœuf
c'est-à-dire
cabine
cabinet
câble
cacher
cadavre
cadeau
cadre
café
cage
cahier
caisse
calcul
calculer
calendrier
calme
calmer
camarade
caméra
camion
camoufler
camp
campagne
canadien
canal
cancer
candidat
candidature
canon
cap
capable
capacité
capitaine
capital
capitale
capitalisme
capter
capturer
car
caractère
caractériser
caractéristique
carburant
caresser
carnet
carré
carrément
carrière
carte
carton
cas
case
casque
casser
cassette
catastrophe
catastrophique
catégorie
catholique
cauchemar
cause
causer
caution
cave
ce
ceci
céder
ceinture
cela
célèbre
célébrer
célibataire
cellule
celui
censé
censure
cent
centaine
central
centrale
centre
centrer
cependant
cercle
céréale
cérémonie
cerisier
cerisiers
cerner
certain
certainement
certes
certificat
certitude
cerveau
cesser
cessez-le-feu
chacun
chagrin
chaîne
chair
chaise
chaleur
chaleureux
chambre
champ
champion
championnat
chance
chancelier
change
changement
changer
chanson
chant
chanter
chanteur
chantier
chaos
chapeau
chapitre
chaque
char
charbon
charge
charger
charité
charmant
charme
charte
chasse
chasser
chasseur
chat
château
chaud
chauffeur
chaussure
chef
chemin
chemise
chèque
cher
chercher
chercheur
chéri
cheval
cheveu
chez
chien
chier
chiffre
chiffrer
chiite
chimie
chimique
chinois
chirurgien
choc
chocolat
choisir
choix
chômage
chômeur
choquer
chose
chrétien
chronique
chute
chuter
ci
cible
cibler
ciel
cigarette
cimetière
cinéma
cinq
cinquantaine
cinquante
cinquième
circonscription
circonstance
circuit
circulation
circuler
cirque
citation
cité
citer
citoyen
citoyenneté
civil
civilisation
civiliser
civique
clair
clairement
clan
clandestin
claquer
clarifier
clarté
classe
classement
classer
classique
clause
clé
clef
cliché
client
clientèle
climat
climatique
clinique
cloche
clore
clôture
club
coalition
cochon
cocktail
code
coder
coffre
cohérence
cohérent
cohésion
coin
coincer
coïncidence
coïncider
col
colère
collaborateur
collaboration
collaborer
collectif
collection
collectivité
collège
collègue
coller
colline
colonel
colonial
colonie
colonne
combat
combattant
combattre
combien
combinaison
combiner
comble
combler
combustible
comédie
comédien
comique
comité
commandant
commande
commandement
commander
comme
commencement
commencer
comment
commentaire
commenter
commerçant
commerce
commercial
commettre
commissaire
commissariat
commission
commun
communautaire
communauté
commune
communication
communiqué
communiquer
communisme
communiste
compagnie
compagnon
comparable
comparaison
comparaître
comparer
compassion
compatriote
compensation
compenser
compétence
compétent
compétitif
compétition
compétitivité
complément
complémentaire
complet
complètement
compléter
complexe
complexité
complice
complicité
compliment
compliqué
compliquer
complot
comportement
comporter
composant
composante
composer
composition
compréhensible
compréhension
comprendre
compression
compromettre
compromis
comptabilité
comptable
compte
compter
comte
comté
con
concéder
concentration
concentrer
concept
conception
concerner
concert
concertation
concerter
concession
concevoir
concilier
concitoyen
conclure
conclusion
concours
concret
concrètement
concrétiser
concurrence
concurrent
concurrentiel
condamnation
condamner
condition
conditionnel
conducteur
conduire
conduite
confédération
conférence
conférer
confession
confiance
confiant
confidentiel
confier
configuration
confiner
confirmation
confirmer
conflit
confondre
conforme
conformément
conformer
conformité
confort
confortable
confrère
confrontation
confronter
confus
confusion
congé
congrès
conjoint
conjointement
conjoncture
conjugal
connaissance
connaître
connecter
connerie
connexion
conquérir
conquête
consacrer
conscience
conscient
consécutif
conseil
conseiller
consensus
consentement
consentir
conséquence
conséquent
conservateur
conservation
conserver
considérable
considérablement
considération
considérer
consigne
consister
consolider
consommateur
consommation
consommer
constamment
constant
constat
constater
constituer
constitution
constitutionnel
constructeur
constructif
construction
construire
consultatif
consultation
consulter
contact
contacter
contaminer
conte
contemporain
contenir
content
contenter
contenu
contestation
contester
contexte
continent
continental
contingent
continu
continuellement
continuer
continuité
contourner
contracter
contradiction
contradictoire
contraindre
contrainte
contraire
contrairement
contrarier
contrat
contre
contredire
contrepartie
contrer
contrevenant
contribuable
contribuer
contribution
contrôle
contrôler
contrôleur
controverse
controversé
convaincant
convaincre
convenable
convenir
convention
conventionnel
conversation
conversion
convertir
conviction
convoi
convoquer
coopération
coopérer
coordination
coordonner
copain
copie
copier
corde
cordon
corps
correct
correctement
correction
correspondance
correspondant
correspondre
corriger
corrompre
corruption
costume
cote
côte
côté
coter
cotisation
coton
cou
couche
coucher
coude
couler
couleur
coulisse
couloir
coup
coupable
coupe
couper
couple
coupure
cour
courage
courageux
couramment
courant
courbe
courir
couronne
couronner
courrier
cours
course
court
cousin
coût
couteau
coûter
coûteux
coutume
couvert
couverture
couvrir
craindre
crainte
crâne
craquer
créateur
création
créature
crédibilité
crédible
crédit
créer
crème
crête
creuser
creux
crever
cri
crier
crime
criminalité
criminel
crise
critère
critique
critiquer
croire
croisé
croiser
croisière
croissance
croissant
croître
croix
croyance
croyant
cruauté
crucial
cruel
cuire
cuisine
cul
culpabilité
culte
cultiver
culture
culturel
curé
curieux
curiosité
cycle
cynique
cœur
d'abord
d'accord
d'ailleurs
d'après
d'autant
damasquinerie
dame
danger
dangereux
danois
dans
danse
danser
danseur
date
dater
davantage
de
débarquer
débarrasser
débat
débattre
débit
débloquer
déborder
débouché
déboucher
debout
débrouiller
début
débuter
décéder
déceler
décembre
décennie
décent
déception
décerner
décès
décevant
décevoir
décharger
déchet
déchirer
décider
décisif
décision
déclaration
déclarer
déclencher
déclin
décliner
décoller
décor
découler
découper
décourager
découverte
découvrir
décret
décréter
décrire
décrocher
dedans
dédier
déduire
défaillance
défaire
défaite
défaut
défavorable
défavoriser
défendre
défense
défenseur
défi
déficit
défier
défiler
défini
définir
définitif
définition
définitivement
déformer
dégager
dégât
dégradation
dégrader
degré
déguiser
dehors
déjà
déjeuner
delà
délai
délégation
délégué
déléguer
délibération
délibérément
délibérer
délicat
délinquant
délit
délivrer
demain
demande
demander
demandeur
démarche
démarrage
démarrer
déménager
démentir
demeure
demeurer
demi
demi-heure
démission
démissionner
démocrate
démocratie
démocratique
démographique
démon
démonstration
démontrer
dénoncer
dénonciation
dent
départ
département
dépasser
dépêcher
dépendance
dépendant
dépendre
dépens
dépense
dépenser
dépit
déplacement
déplacer
déplaire
déploiement
déplorer
déployer
déposer
dépôt
dépouiller
dépression
depuis
député
déranger
dérive
dériver
dernier
dérober
déroulement
dérouler
derrière
dès
désaccord
désarmement
désastre
désastreux
descendant
descendre
descente
description
déséquilibre
désert
désespéré
désespérer
désespoir
désignation
désigner
désir
désirer
désireux
désoler
désordre
désormais
desservir
dessin
dessiner
dessous
dessus
destin
destination
destinée
destiner
destruction
détachement
détacher
détail
détailler
détecter
détendre
détenir
détente
détenteur
détention
détenu
détérioration
détériorer
déterminant
détermination
déterminé
déterminer
détester
détour
détourner
détresse
détriment
détruire
dette
deuil
deux
deuxième
deuxièmement
devant
développement
développer
devenir
deviner
devise
dévoiler
devoir
dévouer
diable
diagnostic
dialogue
diamant
dictateur
dictature
dicter
dictionnaire
dieu
différemment
différence
différencier
différend
différent
différer
difficile
difficilement
difficulté
diffuser
diffusion
digne
dignité
dilemme
dimanche
dimension
diminuer
diminution
dindon
dîner
diplomate
diplomatie
diplomatique
diplôme
dire
direct
directement
directeur
direction
directive
dirigeant
diriger
discipline
discours
discret
discrétion
discrimination
discussion
discuter
disparaître
disparition
dispenser
disperser
disponibilité
disponible
disposer
dispositif
disposition
disputer
disque
dissimuler
dissiper
dissoudre
distance
distant
distinct
distinction
distinguer
distorsion
distribuer
distributeur
distribution
dit
divergence
divers
diversifier
diversité
divin
diviser
division
divorce
dix
dix-huit
dix-neuf
dix-neuvième
dix-sept
dixième
dizaine
docteur
doctrine
doctrines
document
documentation
doigt
dollar
domaine
domestique
domicile
dominant
domination
dominer
dommage
don
donc
donnée
donner
donquichottesque
dont
doré
dorénavant
dormir
dos
dose
dossier
doter
douane
douanier
double
doubler
doucement
douceur
douleur
douloureux
doute
douter
doux
douzaine
douze
dramatique
drame
drapeau
dresser
drogue
droguer
droit
droite
drôle
duc
duperie
dur
durable
durant
durée
durement
durer
durillon
dynamique
dynamisme
eau
éclair
effacer
effectif
effectivement
effectuer
effet
efficace
efficacement
efficacité
effondrement
effort
effrayer
eh
elle
elle-même
embargo
embarquer
embauche
embaucher
embrasser
emmener
emmerder
empêcher
empereur
empire
emplacement
emploi
employé
employer
employeur
emporter
empreinte
emprisonner
emprunt
emprunter
en
encadrement
encadrer
encaisser
enceinte
enchaîner
enchanter
enclin
encontre
encore
encourageant
encouragement
encourager
endormir
endroit
enfance
enfant
enfer
enfermer
enfin
enfoncer
engagement
engager
engendrer
engin
englober
enjeu
enlever
ennemi
ennui
ennuyer
enquête
enquêter
enquêteur
enregistrement
enregistrer
enrichir
enseignant
enseignement
enseigner
ensemble
ensuite
ensuivre
entamer
entendre
entente
enterrer
enthousiasme
enthousiaste
entier
entièrement
entité
entourage
entourer
entraînement
entraîner
entraîneur
entraver
entre
entre-temps
entrée
entreprendre
entrepreneur
entreprise
entrer
entretenir
entretien
entrevoir
entrevue
envahir
enveloppe
envelopper
envergure
envers
envie
environ
environnement
environnemental
envisager
envoi
envoyer
erreur
erroné
escalier
esclave
escompter
espace
espagnol
espèce
espérance
espérer
espoir
esprit
essai
essayer
essence
essentiel
essentiellement
essor
essuyer
est
esthétique
estimation
estimer
et
etc
ethnique
euh
euro
européen
eux
ex
exact
exactement
exagérer
examen
examiner
excédent
excéder
excellence
excellent
exception
exceptionnel
excès
excessif
exciter
exclu
exclure
exclusif
exclusion
exclusivement
excuse
excuser
exécuter
exécutif
exécution
exemplaire
exemple
exercer
exercice
exhorter
exigeant
exigence
exiger
exil
exiler
existant
existence
exister
exode
expansion
expédier
expédition
expérience
expérimental
expérimenter
expert
expertise
explication
explicite
explicitement
expliquer
exploit
exploitation
exploiter
exploration
explorer
exploser
explosif
explosion
exportateur
exportation
exporter
exposé
exposer
exposition
exprès
expression
exprimer
expulser
extension
extérieur
externe
extraction
extraire
extrait
extraordinaire
extrême
extrêmement
extrémité
fabricant
fabrication
fabriquer
façade
face
fâcher
facile
facilement
facilité
faciliter
façon
facteur
facture
faculté
faible
faiblesse
faille
faillir
faillite
faim
faire
faisceau
fait
falloir
fameux
familial
familier
famille
famine
fantastique
fantôme
farce
fardeau
fasciner
fatal
fatigue
fatiguer
faute
fauteuil
faux
faveur
favorable
favori
favoriser
fédéral
fédération
félicitation
féliciter
féminin
femme
fenêtre
fer
ferme
fermé
fermement
fermer
fermeté
fermeture
fermier
féroce
ferroviaire
festival
fête
fêter
feu
feuille
février
fiable
fiche
ficher
fichier
fiction
fidèle
fidélité
fier
fierté
fièvre
figer
figure
figurer
fil
file
filer
filet
filial
fille
fillette
film
filmer
fils
fin
final
finale
finalement
finance
financement
financer
financier
finir
firme
fiscal
fixation
fixe
fixer
flagrant
flamme
fléau
flèche
fleur
fleuve
flic
flot
flotte
flotter
flou
flux
foi
foie
foire
fois
folie
foncier
fonction
fonctionnaire
fonctionnel
fonctionnement
fonctionner
fond
fondamental
fondamentalement
fondateur
fondation
fondé
fondement
fonder
fondre
fonds
football
force
forcément
forcer
forestier
forêt
forger
formalité
format
formation
forme
formé
formel
former
formidable
formule
formuler
fort
fortement
fortune
forum
fossé
fou
foudre
fouet
fouiller
foule
fournir
fournisseur
fourniture
foutre
foyer
fraction
fragile
frais
fraise
fraises
fraiseur
framboise
framboisier
franc
français
franchement
franchir
franchise
francophone
frappe
frapper
fraude
frein
freiner
fréquemment
fréquence
fréquent
fréquenter
frère
froid
fromage
front
frontière
fruit
frustration
frustrer
fuir
fuite
fumée
fumer
furieux
fusil
fusion
futur
gâcher
gagnant
gagner
gai
gain
galerie
galonner
gamin
gamme
garage
garantie
garantir
garçon
garde
garder
gardien
gare
gars
gaspillages
gâteau
gauche
gaz
géant
gel
geler
gendarme
gendarmerie
gène
gêner
général
généralement
généraliser
génération
générer
généreux
générosité
génétique
génétiquement
génial
génie
génocide
genou
genre
gens
gentil
géographique
gérer
geste
gestion
gestionnaire
gigantesque
glace
glissement
glisser
global
globalement
globe
gloire
golf
golfe
gonfler
gorge
gosse
goût
goûter
goutte
gouvernement
gouvernemental
gouverner
gouverneur
grâce
grain
grand
grand-chose
grand-mère
grand-père
grandeur
grandir
grandissant
graphique
gras
gratuit
gratuitement
grave
gravement
graviers
gravité
gré
grec
grève
grillage
grille
grimper
gris
gros
grossesse
grossier
grossir
groupe
groupement
guère
guérir
guerre
guerrier
guetter
gueule
guide
guider
guise
ha
habiller
habitant
habitation
habiter
habitude
habituel
habituellement
habituer
haine
haïr
hall
handicap
handicapé
handicaper
hanter
harceler
harmonie
harmonisation
harmoniser
hasard
hâte
hâter
hausse
hausser
haut
hautement
hauteur
hé
hebdomadaire
hein
hélas
hélicoptère
hépatite
herbe
héritage
hériter
héritier
héroïne
héros
hésitation
hésiter
heure
heureusement
heureux
heurter
hier
hiérarchie
hisser
histoire
historien
historique
hiver
hommage
homme
homologue
homosexuel
honnête
honneur
honorable
honorer
honte
honteux
hôpital
horaire
horizon
hormis
horreur
horrible
hors
hostile
hostilité
hôte
hôtel
huile
huit
huitième
hum
humain
humanitaire
humanité
humble
humeur
humide
humour
hurler
hymne
hypothèse
ici
idéal
idée
identification
identifier
identique
identité
idéologie
idéologique
idiot
ignorance
ignorer
il
illégal
illusion
illustration
illustrer
image
imaginaire
imagination
imaginer
imiter
immédiat
immédiatement
immense
immeuble
immigrant
immigration
immigrer
imminent
immobile
immobilier
impact
impasse
impatience
impatient
impératif
implantation
implanter
implication
impliquer
importance
important
importation
importer
imposer
imposition
impossibilité
impossible
impôt
impression
impressionnant
impressionner
imprimer
improbable
improviser
impuissant
impulsion
imputer
inacceptable
inattendu
inaugurer
incapable
incapacité
incarner
incendie
incertain
incertitude
inchangé
incidence
incident
incitation
inciter
incliner
inclure
incomber
incompatible
incompréhensible
inconnu
inconscient
inconvénient
incorporer
incroyable
inculper
indemnisation
indépendamment
indépendance
indépendant
indicateur
indication
indice
indien
indifférence
indifférent
indigène
indiquer
indirect
indirectement
indispensable
individu
individuel
induire
industrialiser
industrie
industriel
inédit
inégalité
inévitable
inévitablement
inexistant
inférieur
infini
infiniment
infirmier
inflation
infliger
influence
influencer
influer
information
informatique
informé
informer
infraction
infrastructure
ingénieur
inhabituel
inhérent
initial
initialement
initiative
initier
injecter
injuste
injustice
innocence
innocent
innombrable
innovation
inondation
inonder
inquiet
inquiétant
inquiéter
inquiétude
inscription
inscrire
insensé
insensible
insérer
insignifiant
insister
inspecteur
inspection
inspiration
inspirer
instabilité
instable
installation
installer
instance
instant
instaurer
instinct
instituer
institut
instituteur
institution
institutionnel
instruction
instruire
instrument
insuffisance
insuffisant
insulte
insulter
insupportable
intact
intégral
intégration
intégrer
intégrité
intellectuel
intelligence
intelligent
intense
intensif
intensité
intention
interaction
interdiction
interdire
interdit
intéressant
intéressé
intéresser
intérêt
interface
intergouvernemental
intérieur
interlocuteur
intermédiaire
international
interne
interpeller
interprétation
interpréter
interrogation
interroger
interrompre
interruption
intervalle
intervenant
intervenir
intervention
interview
intime
intimider
intimité
intituler
intolérable
introduction
introduire
inutile
invasion
inventer
invention
inverse
inverser
investir
investissement
investisseur
invisible
invitation
invité
inviter
invoquer
irakien
iranien
irlandais
ironie
ironique
irrégulier
irréversible
islamique
islamiste
isolé
isolement
isoler
israélien
issu
issue
italien
itinéraire
jadis
jamais
jambe
janvier
japonais
jardin
jaune
je
jet
jeter
jeu
jeudi
jeune
jeunesse
joie
joindre
joli
joue
jouer
jouet
joueur
jouir
jour
journal
journaliste
journée
joyeux
judiciaire
juge
jugement
juger
juif
juillet
juin
jumeau
jungle
jurer
juridiction
juridique
jury
jusque
juste
justement
justesse
justice
justification
justifier
kilo
kilomètre
kurde
là
là-bas
là-dedans
là-dessus
laboratoire
lac
lâcher
lacune
laisser
lait
lampe
lance
lancement
lancer
langage
langue
large
largement
larme
lasser
latin
laver
le
leader
leadership
leçon
lecteur
lecture
légal
légende
léger
légèrement
légion
législatif
législation
législature
légitime
légitimité
léguer
légume
lendemain
lent
lentement
lequel
lettre
leur
levée
lever
lèvre
liaison
libanais
libéral
libéralisation
libération
libérer
liberté
librairie
libre
libre-échange
librement
licence
licenciement
lien
lier
lieu
lieutenant
ligne
limitation
limite
limiter
linguistique
liquide
liquider
lire
liste
lit
litre
littéraire
littéralement
littérature
livraison
livre
livrer
local
localité
location
logement
loger
logiciel
logique
logiquement
loi
loin
lointain
loisir
long
longtemps
longuement
longueur
lors
lorsque
lot
louer
loup
lourd
lourdement
loyal
loyer
lui
lui-même
lumière
lumineux
lundi
lune
lunette
lutte
lutter
luxe
lycée
machine
madame
mademoiselle
magasin
magazine
magique
magistrat
magnifique
mai
maigre
main
main-d'œuvre
maintenance
maintenant
maintenir
maintien
maire
mairie
mais
maison
maître
maîtrise
maîtriser
majesté
majeur
majoritaire
majorité
mal
malade
maladie
malaise
malentendu
malgré
malheur
malheureusement
malheureux
malin
maltraiter
maman
manche
mandat
manger
manière
manifestant
manifestation
manifestement
manifester
manipulation
manipuler
manque
manquer
manteau
manuel
manuscrit
manœuvre
marchand
marchandise
marche
marché
marcher
mardi
marée
marge
marginal
mari
mariage
marier
marin
marine
maritime
mark
marocain
marque
marquer
mars
masculin
masque
masquer
massacre
massacrer
masse
massif
match
matériau
matériel
maternel
maternité
mathématique
matière
matin
matinée
mauvais
maximal
maximum
me
mec
mécanique
mécanisme
méchant
mécontent
mécontentement
médaille
médecin
médecine
médias
médiation
médiatique
médical
médicament
médiocre
méfiance
méfier
meilleur
mélange
mélanger
mêler
membre
même
mémoire
menaçant
menace
menacer
ménage
ménager
mener
mensonge
mensuel
mental
mentalité
mention
mentionner
mentir
menu
mépris
mépriser
mer
merci
mercredi
merde
mère
mérite
mériter
merveille
merveilleux
message
messe
messieurs
mesure
mesurer
métal
météo
méthode
métier
mètre
métro
mettre
meuble
meurtre
meurtrier
mexicain
micro
midi
mien
mieux
milice
milieu
militaire
militant
militer
mille
millénaire
milliard
millier
million
mince
mine
miner
mineur
minier
minimal
minime
minimiser
minimum
ministère
ministériel
ministre
minoritaire
minorité
minuit
minute
miracle
miroir
mise
miser
misère
missile
mission
mixte
mobile
mobilisation
mobiliser
mobilité
modalité
mode
modèle
modéré
modérer
moderne
modernisation
moderniser
modeste
modification
modifier
moi
moi-même
moindre
moine
moins
mois
moitié
moment
mon
monde
mondial
mondialisation
monétaire
monnaie
monopole
monsieur
monstre
montage
montagne
montant
montée
monter
montre
montrer
monument
moquer
moral
morale
morceau
mordre
mort
mortalité
mortel
mot
moteur
motif
motion
motivation
motiver
mou
mourir
mouton
mouvement
moyen
moyenne
muet
multinational
multiple
multiplication
multiplier
municipal
municipalité
munition
mur
murmurer
musée
musical
musicien
musique
musulman
mutation
mutuel
mutuellement
mystère
mystérieux
mythe
mœurs
naïf
naissance
naître
natal
nation
national
nationaliste
nationalité
nature
naturel
naturellement
naval
navette
navigation
naviguer
navire
nazi
ne
néanmoins
néant
nécessaire
nécessairement
nécessité
nécessiter
néerlandais
néfaste
négatif
négligeable
négliger
négociateur
négociation
négocier
neige
nerveux
net
nettement
nettoyage
nettoyer
neuf
neutre
nez
ni
nier
niveau
noble
nocturne
noir
nom
nombre
nombreux
nominal
nomination
nommer
non
nord
nord-est
nord-ouest
normal
normalement
norme
notable
notamment
note
noter
notion
notoire
notre
nôtre
nouer
nourrir
nourriture
nous
nous-mêmes
nouveau
nouveauté
novembre
noyau
noyer
nu
nuage
nuance
nucléaire
nuire
nuit
nul
nullement
numérique
numéro
nœud
obéir
objectif
objection
objet
obligation
obligatoire
obligé
obliger
obscur
obscurité
obséder
observateur
observation
observer
obsession
obstacle
obtenir
obtention
occasion
occasionner
occidental
occupant
occupation
occuper
occurrence
océan
octobre
octroyer
odeur
odieux
offensive
office
officiel
officiellement
officier
offre
offrir
oh
oiseau
olympique
ombre
omettre
on
oncle
onde
onze
opérateur
opération
opérationnel
opérer
opinion
opportun
opportunité
opposant
opposer
opposition
opter
optimisme
optimiste
option
optique
or
orage
oral
orange
orchestre
ordinaire
ordinateur
ordonnance
ordonner
ordre
oreille
organe
organique
organisateur
organisation
organiser
organisme
orgueil
oriental
orientation
orienter
originaire
original
origine
os
oser
otage
ou
où
ouais
oubli
oublier
ouest
oui
ours
outil
outre
ouvert
ouvertement
ouverture
ouvrage
ouvrier
ouvrir
pacifique
pacte
page
paiement
pain
pair
paire
paix
palais
pâle
palestinien
palier
panier
panique
panne
panneau
pantalon
papa
pape
papier
paquet
par
par-dessus
paradis
paradoxe
paragraphe
paraître
parallèle
parallèlement
paralyser
paramètre
parc
parcourir
parcours
pardon
pardonner
pareil
parent
parenthèse
parer
parfait
parfaitement
parfois
parfum
pari
parier
parisien
parlement
parlementaire
parler
parmi
parole
parquet
part
partage
partager
partenaire
partenariat
parti
participant
participation
participer
particulier
particulièrement
partie
partiel
partiellement
partir
partisan
partout
parvenir
pas
passage
passager
passe
passé
passeport
passer
passif
passion
passionnant
passionner
pasteur
pâte
patience
patient
patrie
patrimoine
patron
patte
pause
pauvre
pauvreté
pavillon
payer
pays
paysage
paysan
peau
péché
pêche
pêcher
pêcheur
peindre
peine
peiner
peintre
peinture
pénal
pénaliser
pencher
pendant
pendre
pénétrer
pénible
pensée
penser
pension
pente
pénurie
perception
percer
percevoir
perdant
perdre
perdu
père
performance
performant
péril
période
périr
permanence
permanent
permettre
permis
permission
perpétuel
perpétuer
persister
personnage
personnalité
personne
personnel
personnellement
perspective
persuader
perte
pertinent
perturbation
perturber
pervers
peser
pessimiste
petit
pétition
pétrole
pétrolier
peu
peuple
peupler
peur
peut-être
phare
pharmaceutique
phase
phénomène
philosophe
philosophie
philosophique
photo
photographe
photographie
photographier
phrase
physique
physiquement
piano
pièce
pied
piège
piéger
pierre
pile
pilier
pilote
piloter
piquer
pire
pis
piste
pitié
place
placement
placer
plafond
plage
plaider
plaie
plaindre
plainte
plaire
plaisanter
plaisir
plan
planche
plancher
planer
planète
planification
planifier
plante
planter
plaque
plastique
plat
plate-forme
plateau
plein
pleinement
plénier
pleurer
pleuvoir
plier
plomb
plonger
pluie
plume
plupart
plus
plusieurs
plutôt
pneu
poche
poème
poésie
poète
poétique
poids
poignée
poil
poing
point
pointe
pointer
poirier
poisson
poitrine
pôle
polémique
police
policier
politicien
politique
politiquement
pollution
polonais
pomme
pommier
pommiers
pompe
pompier
ponctuel
pont
populaire
population
porc
port
portable
porte
porte-parole
portée
portefeuille
porter
porteur
portion
portrait
portugais
poser
positif
position
posséder
possession
possibilité
possible
postal
poste
poster
pot
potentiel
pouce
poudre
poule
poulet
poumon
pour
pourcentage
pourparlers
pourquoi
poursuite
poursuivre
pourtant
pourvoir
poussée
pousser
poussière
pouvoir
pratique
pratiquement
pratiquer
préalable
précaire
précaution
précédemment
précédent
précéder
précieux
précipitation
précipiter
précis
précisément
préciser
précision
précoce
préconiser
prédécesseur
prédire
